cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
conical,red,yes,foul,close,chocolate,tapering,urban,6,poisonous
knobbed,red,no,none,crowded,buff,tapering,grasses,8,poisonous
bell,gray,no,foul,crowded,black,enlarging,urban,10,poisonous
bell,yellow,no,none,close,black,enlarging,urban,6,poisonous
bell,red,no,fishy,distant,brown,tapering,urban,6,poisonous
sunken,brown,no,fishy,distant,brown,tapering,meadows,15,edible
flat,yellow,no,none,crowded,chocolate,enlarging,paths,8,poisonous
flat,white,yes,almond,close,buff,enlarging,grasses,5,poisonous
flat,brown,yes,foul,crowded,buff,tapering,paths,2,edible
knobbed,yellow,yes,almond,crowded,brown,tapering,urban,8,edible
knobbed,yellow,yes,none,distant,black,tapering,grasses,13,poisonous
bell,brown,no,almond,close,brown,enlarging,meadows,5,edible
conical,white,no,almond,close,gray,tapering,grasses,11,edible
flat,yellow,yes,foul,distant,gray,tapering,paths,8,edible
sunken,yellow,yes,pungent,close,buff,tapering,grasses,10,edible
conical,red,yes,almond,close,chocolate,tapering,meadows,5,poisonous
knobbed,brown,yes,pungent,crowded,gray,tapering,paths,8,poisonous
bell,brown,yes,none,distant,black,enlarging,meadows,11,edible
conical,white,yes,fishy,close,brown,tapering,woods,14,poisonous
conical,yellow,yes,pungent,distant,chocolate,tapering,woods,14,poisonous
conical,yellow,no,none,distant,chocolate,tapering,grasses,6,edible
flat,red,no,pungent,crowded,chocolate,tapering,grasses,14,poisonous
bell,red,no,foul,distant,buff,tapering,grasses,10,edible
flat,brown,yes,almond,close,chocolate,enlarging,urban,6,poisonous
conical,red,yes,foul,crowded,black,tapering,woods,6,edible
sunken,red,yes,none,close,black,tapering,woods,6,poisonous
knobbed,gray,no,pungent,distant,buff,enlarging,urban,12,poisonous
conical,white,no,almond,distant,black,enlarging,meadows,10,edible
flat,red,no,pungent,close,gray,enlarging,urban,2,poisonous
flat,yellow,yes,foul,close,black,tapering,meadows,8,poisonous
flat,gray,no,almond,distant,chocolate,enlarging,grasses,2,edible
conical,yellow,no,pungent,distant,brown,tapering,paths,10,edible
sunken,yellow,yes,none,distant,brown,enlarging,grasses,11,edible
knobbed,white,no,none,distant,buff,enlarging,meadows,13,poisonous
flat,red,no,fishy,distant,chocolate,enlarging,woods,6,poisonous
flat,brown,no,foul,crowded,black,tapering,woods,1,poisonous
bell,brown,yes,fishy,close,brown,enlarging,grasses,2,edible
bell,white,no,fishy,distant,black,enlarging,paths,7,edible
knobbed,white,yes,almond,distant,buff,tapering,grasses,12,poisonous
flat,yellow,no,almond,distant,chocolate,tapering,urban,1,edible
sunken,yellow,yes,fishy,distant,chocolate,enlarging,grasses,5,poisonous
conical,yellow,yes,foul,crowded,black,enlarging,meadows,1,edible
flat,red,yes,none,close,buff,tapering,grasses,6,poisonous
flat,gray,no,foul,distant,gray,tapering,meadows,3,poisonous
knobbed,brown,no,almond,close,chocolate,tapering,urban,13,edible
sunken,yellow,no,none,distant,black,tapering,urban,1,edible
bell,brown,yes,pungent,close,brown,tapering,grasses,1,edible
bell,yellow,no,pungent,close,chocolate,tapering,urban,10,edible
flat,yellow,no,fishy,crowded,gray,enlarging,meadows,14,edible
conical,white,no,foul,distant,buff,tapering,meadows,1,poisonous
bell,brown,no,pungent,crowded,brown,tapering,urban,2,poisonous
flat,gray,no,pungent,distant,gray,tapering,paths,2,poisonous
sunken,brown,yes,none,crowded,chocolate,tapering,urban,9,poisonous
flat,gray,yes,foul,crowded,gray,tapering,grasses,11,poisonous
sunken,brown,no,none,distant,gray,tapering,meadows,5,poisonous
conical,white,no,almond,distant,chocolate,enlarging,woods,13,poisonous
conical,yellow,no,foul,close,brown,tapering,urban,7,poisonous
bell,red,no,almond,close,gray,enlarging,grasses,2,edible
knobbed,white,yes,foul,distant,brown,tapering,meadows,11,poisonous
knobbed,brown,yes,none,crowded,chocolate,enlarging,meadows,10,poisonous
bell,red,yes,none,distant,brown,tapering,woods,8,poisonous
conical,red,no,fishy,close,brown,enlarging,woods,6,edible
sunken,white,no,foul,close,buff,enlarging,grasses,13,edible
knobbed,yellow,no,pungent,crowded,black,tapering,urban,6,edible
flat,yellow,no,fishy,close,gray,enlarging,grasses,1,poisonous
sunken,red,yes,foul,crowded,brown,enlarging,meadows,13,poisonous
knobbed,red,yes,none,distant,chocolate,enlarging,woods,7,edible
bell,yellow,no,fishy,crowded,buff,enlarging,meadows,4,edible
bell,white,no,foul,crowded,chocolate,enlarging,meadows,12,poisonous
conical,white,yes,foul,distant,chocolate,enlarging,grasses,13,poisonous
sunken,brown,no,none,crowded,brown,enlarging,meadows,10,poisonous
sunken,white,no,pungent,distant,chocolate,tapering,paths,10,poisonous
bell,white,no,pungent,crowded,black,enlarging,urban,9,edible
flat,red,no,none,close,black,enlarging,meadows,3,edible
knobbed,red,no,none,crowded,brown,tapering,paths,12,poisonous
flat,yellow,no,pungent,close,black,tapering,meadows,4,edible
knobbed,white,yes,none,distant,gray,tapering,meadows,2,poisonous
flat,gray,no,none,close,brown,enlarging,grasses,10,poisonous
knobbed,red,yes,fishy,crowded,black,tapering,meadows,13,edible
flat,brown,yes,pungent,close,black,enlarging,urban,2,poisonous
conical,brown,no,fishy,distant,gray,enlarging,urban,7,poisonous
conical,yellow,yes,almond,distant,buff,enlarging,meadows,14,poisonous
conical,gray,yes,none,crowded,gray,enlarging,urban,11,edible
sunken,gray,no,none,distant,black,enlarging,meadows,1,edible
flat,yellow,no,none,crowded,gray,tapering,paths,12,poisonous
sunken,yellow,no,foul,crowded,black,enlarging,woods,13,poisonous
bell,yellow,no,almond,close,buff,tapering,meadows,5,edible
flat,yellow,yes,pungent,close,buff,enlarging,paths,12,edible
sunken,white,no,fishy,distant,buff,tapering,urban,3,edible
conical,red,yes,foul,crowded,buff,tapering,grasses,6,edible
flat,red,no,foul,crowded,gray,tapering,meadows,1,poisonous
conical,white,no,foul,crowded,chocolate,enlarging,woods,6,edible
sunken,yellow,no,fishy,crowded,chocolate,tapering,grasses,10,poisonous
knobbed,white,yes,none,distant,brown,enlarging,meadows,15,poisonous
knobbed,brown,yes,foul,crowded,gray,enlarging,woods,5,poisonous
conical,brown,no,fishy,crowded,gray,enlarging,meadows,12,edible
knobbed,white,no,fishy,close,gray,tapering,meadows,15,poisonous
sunken,brown,yes,foul,distant,gray,enlarging,urban,5,poisonous
bell,brown,no,fishy,distant,gray,enlarging,paths,6,poisonous
flat,gray,no,none,close,chocolate,enlarging,urban,13,edible
conical,yellow,yes,none,close,buff,enlarging,meadows,14,poisonous
knobbed,brown,yes,almond,distant,buff,tapering,grasses,8,edible
conical,brown,yes,fishy,crowded,buff,tapering,meadows,5,poisonous
bell,white,no,almond,close,brown,tapering,woods,15,edible
sunken,white,yes,almond,distant,black,tapering,woods,12,edible
knobbed,red,yes,pungent,crowded,black,tapering,urban,1,edible
bell,white,yes,foul,crowded,brown,tapering,paths,11,edible
sunken,brown,yes,pungent,close,black,enlarging,paths,3,poisonous
sunken,gray,no,fishy,crowded,brown,enlarging,meadows,2,edible
flat,gray,yes,foul,distant,buff,enlarging,woods,15,poisonous
bell,yellow,no,fishy,distant,chocolate,tapering,grasses,13,poisonous
sunken,yellow,yes,almond,crowded,gray,enlarging,woods,11,poisonous
flat,white,no,pungent,distant,black,enlarging,paths,2,poisonous
flat,white,yes,foul,crowded,brown,enlarging,paths,3,edible
conical,gray,no,foul,crowded,chocolate,tapering,meadows,2,edible
sunken,brown,no,pungent,distant,buff,enlarging,paths,2,edible
conical,brown,no,pungent,close,black,enlarging,woods,1,poisonous
conical,red,yes,almond,distant,brown,enlarging,paths,2,poisonous
flat,gray,yes,foul,close,chocolate,tapering,woods,2,edible
sunken,brown,no,none,distant,gray,tapering,woods,2,poisonous
flat,yellow,no,none,crowded,brown,tapering,grasses,1,edible
sunken,white,no,none,crowded,chocolate,enlarging,urban,5,poisonous
sunken,white,no,foul,distant,black,tapering,woods,10,poisonous
bell,brown,no,none,distant,buff,enlarging,meadows,15,poisonous
knobbed,yellow,no,almond,close,chocolate,enlarging,woods,2,edible
knobbed,red,no,fishy,distant,chocolate,enlarging,urban,11,poisonous
knobbed,brown,no,foul,crowded,chocolate,tapering,meadows,10,edible
flat,brown,yes,none,crowded,chocolate,enlarging,paths,2,poisonous
knobbed,red,yes,almond,crowded,gray,enlarging,meadows,11,edible
knobbed,brown,no,pungent,crowded,brown,enlarging,woods,15,poisonous
knobbed,white,yes,foul,close,black,tapering,paths,6,poisonous
flat,brown,no,fishy,close,black,enlarging,meadows,14,poisonous
flat,white,no,none,distant,brown,tapering,paths,1,edible
conical,brown,no,almond,close,chocolate,enlarging,paths,10,poisonous
flat,yellow,yes,pungent,crowded,black,tapering,paths,8,poisonous
sunken,white,yes,almond,crowded,buff,enlarging,grasses,11,poisonous
knobbed,white,yes,pungent,distant,gray,tapering,grasses,4,edible
flat,brown,no,almond,distant,buff,enlarging,urban,8,poisonous
knobbed,yellow,yes,almond,close,buff,tapering,woods,9,poisonous
flat,yellow,no,foul,crowded,buff,tapering,paths,3,poisonous
conical,white,no,none,close,chocolate,tapering,meadows,5,edible
bell,brown,yes,pungent,crowded,chocolate,tapering,paths,10,edible
knobbed,white,yes,almond,close,gray,tapering,woods,3,edible
bell,yellow,yes,pungent,crowded,chocolate,tapering,urban,12,poisonous
knobbed,yellow,yes,foul,crowded,brown,tapering,paths,3,poisonous
bell,yellow,yes,almond,crowded,black,enlarging,urban,15,edible
flat,gray,no,pungent,crowded,brown,tapering,urban,14,poisonous
sunken,brown,no,foul,close,black,tapering,meadows,13,edible
knobbed,yellow,yes,foul,close,buff,tapering,grasses,3,edible
flat,gray,no,almond,close,chocolate,tapering,paths,15,poisonous
conical,brown,yes,fishy,distant,black,enlarging,grasses,12,edible
bell,white,no,none,crowded,gray,tapering,paths,6,poisonous
conical,gray,no,fishy,close,chocolate,enlarging,woods,5,poisonous
sunken,white,yes,almond,close,black,enlarging,paths,14,edible
conical,yellow,no,fishy,close,chocolate,tapering,urban,2,edible
bell,brown,no,almond,distant,black,tapering,paths,8,poisonous
sunken,gray,yes,pungent,distant,gray,tapering,urban,10,poisonous
bell,red,no,almond,close,buff,tapering,woods,15,edible
conical,gray,yes,fishy,distant,brown,enlarging,paths,10,poisonous
conical,white,no,almond,distant,gray,enlarging,meadows,6,poisonous
conical,brown,no,pungent,distant,buff,enlarging,grasses,10,poisonous
bell,red,yes,fishy,distant,black,tapering,woods,13,poisonous
bell,red,yes,foul,crowded,black,tapering,woods,1,edible
conical,gray,no,almond,close,brown,tapering,meadows,2,poisonous
flat,brown,no,pungent,crowded,gray,tapering,woods,8,poisonous
conical,brown,yes,pungent,crowded,black,tapering,grasses,6,edible
sunken,white,yes,none,distant,gray,enlarging,woods,4,poisonous
bell,yellow,no,fishy,close,brown,tapering,grasses,12,poisonous
sunken,brown,no,foul,close,buff,tapering,urban,6,edible
flat,brown,yes,almond,close,gray,tapering,urban,11,edible
conical,gray,no,fishy,close,gray,tapering,meadows,9,edible
knobbed,gray,yes,almond,crowded,buff,tapering,grasses,13,poisonous
sunken,white,no,fishy,crowded,gray,tapering,urban,14,poisonous
conical,brown,yes,almond,crowded,chocolate,tapering,urban,7,poisonous
knobbed,brown,no,foul,crowded,buff,tapering,meadows,10,poisonous
knobbed,red,no,none,crowded,chocolate,enlarging,grasses,3,poisonous
bell,white,yes,fishy,distant,buff,tapering,meadows,4,poisonous
conical,brown,yes,almond,distant,chocolate,enlarging,grasses,4,poisonous
conical,yellow,yes,pungent,distant,black,enlarging,meadows,8,poisonous
knobbed,red,no,foul,distant,gray,tapering,paths,2,poisonous
flat,white,yes,fishy,close,buff,enlarging,urban,5,edible
bell,white,no,foul,crowded,buff,tapering,paths,4,edible
sunken,yellow,no,fishy,close,black,tapering,grasses,6,poisonous
flat,yellow,yes,foul,distant,chocolate,enlarging,woods,15,edible
flat,brown,yes,almond,close,black,enlarging,meadows,7,poisonous
conical,white,no,foul,close,brown,enlarging,woods,14,poisonous
conical,gray,no,almond,close,brown,tapering,meadows,15,poisonous
conical,gray,yes,foul,close,gray,tapering,woods,12,edible
flat,red,no,pungent,close,gray,tapering,grasses,1,edible
bell,red,no,pungent,crowded,gray,enlarging,urban,6,poisonous
flat,white,yes,almond,distant,chocolate,enlarging,grasses,15,edible
sunken,red,yes,almond,distant,black,tapering,urban,5,edible
flat,red,no,pungent,distant,black,tapering,meadows,4,edible
conical,brown,no,pungent,distant,black,enlarging,grasses,8,poisonous
sunken,red,yes,almond,distant,brown,enlarging,meadows,12,poisonous
sunken,gray,no,none,distant,gray,tapering,woods,13,poisonous
sunken,brown,yes,fishy,close,black,enlarging,meadows,9,edible
knobbed,gray,no,none,distant,chocolate,enlarging,grasses,7,poisonous
knobbed,gray,yes,fishy,close,gray,enlarging,paths,6,poisonous
conical,white,yes,fishy,crowded,chocolate,tapering,urban,9,poisonous
knobbed,red,no,foul,distant,black,tapering,urban,9,edible
flat,red,yes,fishy,distant,gray,enlarging,meadows,3,poisonous
conical,brown,no,none,distant,gray,enlarging,paths,5,edible
bell,gray,no,pungent,close,gray,enlarging,meadows,11,poisonous
conical,gray,no,fishy,close,brown,enlarging,grasses,3,poisonous
conical,red,no,almond,crowded,buff,enlarging,woods,15,edible
bell,white,no,none,distant,gray,tapering,meadows,10,edible
sunken,red,no,almond,close,brown,tapering,paths,6,poisonous
bell,red,yes,pungent,close,chocolate,tapering,grasses,8,poisonous
bell,yellow,no,pungent,distant,buff,tapering,urban,2,edible
sunken,red,yes,pungent,distant,gray,tapering,woods,12,edible
conical,red,yes,pungent,crowded,gray,enlarging,woods,13,edible
knobbed,brown,no,pungent,distant,buff,tapering,grasses,9,poisonous
flat,brown,no,foul,distant,gray,tapering,grasses,8,edible
sunken,yellow,no,almond,close,black,enlarging,grasses,15,poisonous
knobbed,brown,yes,pungent,crowded,buff,enlarging,grasses,10,edible
knobbed,yellow,no,almond,crowded,gray,tapering,grasses,4,edible
conical,brown,no,pungent,distant,chocolate,tapering,paths,4,poisonous
bell,gray,yes,almond,distant,brown,tapering,grasses,6,edible
knobbed,brown,yes,none,close,gray,enlarging,paths,2,poisonous
sunken,red,yes,pungent,distant,brown,enlarging,urban,1,edible
knobbed,white,no,none,distant,gray,enlarging,paths,6,edible
bell,yellow,yes,almond,crowded,buff,enlarging,woods,6,edible
conical,red,yes,foul,distant,buff,tapering,meadows,6,poisonous
conical,gray,no,none,distant,buff,enlarging,woods,4,poisonous
flat,white,no,almond,crowded,black,tapering,meadows,6,edible
knobbed,brown,yes,none,distant,black,tapering,urban,10,edible
conical,yellow,no,pungent,close,black,tapering,meadows,9,poisonous
sunken,white,no,foul,crowded,black,tapering,grasses,1,edible
sunken,brown,yes,foul,close,gray,tapering,paths,10,edible
flat,yellow,no,foul,distant,black,enlarging,grasses,14,poisonous
conical,gray,no,almond,distant,chocolate,enlarging,grasses,4,edible
flat,white,yes,pungent,close,buff,tapering,woods,8,poisonous
sunken,yellow,no,almond,crowded,black,enlarging,woods,13,edible
conical,white,yes,none,close,brown,enlarging,grasses,9,poisonous
conical,brown,no,foul,crowded,black,tapering,urban,3,poisonous
sunken,red,yes,pungent,crowded,black,enlarging,grasses,1,poisonous
knobbed,gray,yes,none,crowded,brown,tapering,grasses,2,edible
bell,gray,yes,almond,crowded,chocolate,tapering,paths,10,poisonous
sunken,white,yes,pungent,close,buff,enlarging,woods,14,edible
sunken,white,no,foul,distant,buff,tapering,urban,2,edible
knobbed,brown,no,none,distant,chocolate,tapering,grasses,14,poisonous
flat,yellow,yes,almond,crowded,gray,tapering,woods,13,edible
bell,yellow,no,foul,distant,chocolate,enlarging,woods,14,edible
conical,red,no,pungent,crowded,chocolate,enlarging,paths,9,poisonous
bell,red,no,foul,close,black,enlarging,meadows,3,edible
knobbed,brown,no,none,distant,black,enlarging,urban,12,edible
conical,gray,no,pungent,close,buff,enlarging,urban,3,edible
flat,red,no,pungent,close,brown,tapering,woods,5,poisonous
conical,gray,yes,pungent,distant,chocolate,tapering,woods,6,edible
flat,gray,yes,pungent,crowded,brown,tapering,woods,8,poisonous
sunken,yellow,no,almond,distant,buff,tapering,grasses,4,poisonous
flat,gray,yes,none,crowded,brown,tapering,paths,4,poisonous
bell,gray,no,foul,distant,buff,enlarging,urban,5,edible
bell,yellow,no,none,distant,buff,enlarging,paths,10,poisonous
conical,red,no,foul,distant,gray,enlarging,grasses,5,poisonous
knobbed,white,yes,none,close,black,tapering,woods,3,edible
sunken,brown,yes,pungent,distant,black,tapering,grasses,2,edible
conical,red,yes,fishy,close,black,tapering,urban,13,edible
sunken,red,no,fishy,crowded,gray,tapering,meadows,15,edible
sunken,brown,yes,fishy,crowded,black,enlarging,woods,13,poisonous
flat,brown,no,pungent,close,chocolate,tapering,grasses,3,poisonous
bell,gray,yes,foul,close,brown,enlarging,meadows,5,poisonous
sunken,gray,no,pungent,crowded,chocolate,enlarging,woods,11,poisonous
conical,white,no,fishy,distant,buff,tapering,woods,1,poisonous
sunken,yellow,no,almond,close,buff,enlarging,meadows,9,edible
knobbed,red,no,foul,crowded,brown,tapering,urban,8,edible
bell,white,no,foul,crowded,chocolate,tapering,urban,1,poisonous
knobbed,red,yes,almond,close,black,enlarging,urban,1,edible
flat,red,no,almond,crowded,gray,tapering,meadows,3,poisonous
knobbed,red,no,almond,distant,gray,enlarging,grasses,15,edible
bell,white,no,foul,close,buff,enlarging,meadows,10,poisonous
knobbed,red,no,foul,close,brown,tapering,woods,6,poisonous
conical,gray,yes,almond,crowded,chocolate,tapering,paths,8,poisonous
sunken,yellow,no,foul,close,buff,enlarging,meadows,11,edible
knobbed,white,yes,pungent,close,brown,tapering,urban,8,edible
flat,yellow,yes,almond,crowded,buff,tapering,grasses,10,edible
knobbed,red,no,almond,distant,chocolate,tapering,woods,10,edible
flat,red,yes,pungent,distant,black,tapering,woods,15,edible
bell,brown,no,foul,crowded,buff,tapering,grasses,9,poisonous
bell,red,no,foul,crowded,gray,tapering,urban,1,poisonous
conical,brown,yes,foul,distant,gray,tapering,woods,11,poisonous
flat,brown,no,almond,crowded,chocolate,tapering,woods,7,edible
flat,yellow,no,fishy,close,gray,tapering,woods,7,poisonous
sunken,white,no,fishy,close,gray,tapering,meadows,11,edible
sunken,gray,no,none,distant,black,tapering,woods,12,poisonous
flat,red,yes,pungent,distant,chocolate,enlarging,grasses,4,edible
bell,white,yes,pungent,distant,black,enlarging,woods,5,poisonous
knobbed,brown,yes,pungent,distant,brown,enlarging,grasses,12,edible
flat,gray,no,pungent,distant,brown,tapering,paths,12,edible
flat,gray,no,none,close,brown,tapering,woods,6,poisonous
conical,gray,no,pungent,distant,chocolate,tapering,meadows,12,poisonous
conical,white,yes,almond,distant,brown,tapering,meadows,4,poisonous
sunken,yellow,yes,none,close,brown,tapering,grasses,7,edible
sunken,gray,no,none,distant,chocolate,tapering,urban,6,edible
knobbed,brown,no,almond,crowded,black,tapering,paths,4,edible
knobbed,yellow,no,none,distant,chocolate,enlarging,meadows,12,edible
flat,white,yes,almond,close,black,tapering,woods,6,poisonous
sunken,white,no,almond,crowded,brown,enlarging,urban,4,edible
sunken,yellow,yes,fishy,close,chocolate,tapering,paths,8,edible
flat,yellow,yes,almond,crowded,black,enlarging,urban,3,edible
conical,yellow,no,almond,crowded,buff,enlarging,meadows,11,edible
bell,gray,no,foul,crowded,buff,tapering,paths,3,edible
conical,gray,no,foul,distant,buff,enlarging,urban,1,poisonous
flat,gray,yes,pungent,crowded,gray,enlarging,paths,4,edible
conical,white,yes,almond,distant,black,tapering,paths,3,edible
bell,gray,yes,pungent,crowded,buff,tapering,grasses,8,poisonous
bell,red,yes,almond,distant,black,enlarging,meadows,13,edible
bell,white,no,pungent,close,buff,enlarging,paths,9,poisonous
sunken,white,yes,none,distant,brown,tapering,woods,15,poisonous
flat,brown,yes,none,distant,black,enlarging,paths,12,poisonous
knobbed,gray,yes,fishy,crowded,brown,enlarging,meadows,4,edible
flat,white,yes,foul,distant,black,enlarging,woods,10,poisonous
flat,brown,yes,pungent,distant,gray,tapering,urban,2,poisonous
flat,yellow,yes,almond,distant,gray,tapering,urban,2,edible
knobbed,brown,no,fishy,distant,black,enlarging,urban,6,poisonous
flat,red,yes,foul,crowded,black,tapering,urban,12,poisonous
conical,white,yes,almond,crowded,buff,enlarging,paths,1,edible
flat,gray,yes,foul,crowded,chocolate,tapering,woods,3,edible
bell,brown,yes,fishy,close,black,tapering,urban,10,edible
bell,white,yes,foul,distant,chocolate,tapering,woods,13,poisonous
sunken,red,no,pungent,distant,buff,tapering,grasses,5,poisonous
conical,brown,no,fishy,close,buff,enlarging,grasses,8,edible
bell,white,yes,fishy,crowded,brown,enlarging,woods,7,edible
knobbed,white,yes,none,crowded,gray,enlarging,meadows,14,edible
bell,yellow,no,none,crowded,black,enlarging,grasses,5,edible
flat,white,yes,pungent,distant,buff,tapering,meadows,13,poisonous
knobbed,yellow,no,fishy,distant,buff,tapering,paths,7,edible
flat,gray,no,foul,crowded,gray,tapering,grasses,12,edible
flat,gray,yes,almond,crowded,brown,tapering,woods,8,edible
sunken,brown,no,foul,close,gray,tapering,meadows,7,edible
flat,white,no,foul,distant,gray,tapering,urban,1,edible
conical,gray,no,none,close,brown,tapering,paths,4,poisonous
conical,gray,yes,pungent,crowded,gray,enlarging,grasses,4,edible
sunken,gray,yes,foul,close,chocolate,enlarging,paths,2,poisonous
bell,red,no,pungent,distant,gray,enlarging,meadows,9,poisonous
knobbed,white,yes,none,crowded,black,enlarging,paths,13,poisonous
bell,brown,no,foul,distant,chocolate,tapering,paths,8,edible
knobbed,gray,yes,fishy,close,chocolate,enlarging,grasses,8,edible
flat,red,yes,almond,close,black,enlarging,paths,9,edible
knobbed,brown,no,almond,close,brown,tapering,grasses,15,edible
bell,white,no,pungent,close,black,enlarging,paths,9,edible
bell,white,no,almond,crowded,buff,tapering,meadows,7,poisonous
knobbed,gray,no,almond,close,black,enlarging,meadows,11,edible
knobbed,brown,yes,pungent,close,chocolate,enlarging,paths,12,edible
knobbed,gray,no,none,close,brown,enlarging,meadows,9,edible
flat,brown,yes,fishy,distant,buff,tapering,urban,4,poisonous
flat,brown,no,foul,close,gray,enlarging,grasses,7,edible
knobbed,white,no,pungent,distant,black,tapering,paths,2,poisonous
sunken,yellow,yes,foul,crowded,black,tapering,grasses,15,edible
conical,gray,no,pungent,crowded,gray,tapering,woods,6,poisonous
flat,gray,no,foul,crowded,brown,enlarging,meadows,15,edible
conical,yellow,yes,none,close,black,tapering,woods,2,poisonous
flat,gray,no,foul,distant,brown,enlarging,meadows,6,edible
sunken,gray,yes,pungent,crowded,chocolate,tapering,meadows,5,edible
conical,red,no,almond,crowded,chocolate,enlarging,meadows,13,poisonous
knobbed,white,no,fishy,distant,buff,tapering,meadows,13,edible
conical,red,no,fishy,close,brown,enlarging,woods,13,edible
bell,gray,yes,almond,crowded,buff,tapering,woods,10,edible
knobbed,red,yes,almond,distant,chocolate,enlarging,meadows,8,poisonous
knobbed,gray,yes,none,close,brown,tapering,grasses,1,edible
bell,red,no,none,crowded,brown,enlarging,meadows,14,poisonous
conical,red,no,none,crowded,black,enlarging,grasses,12,poisonous
flat,red,no,fishy,crowded,black,tapering,paths,14,edible
conical,red,yes,fishy,close,chocolate,enlarging,urban,9,edible
conical,yellow,no,foul,distant,brown,enlarging,urban,9,poisonous
knobbed,gray,yes,almond,crowded,buff,enlarging,woods,10,poisonous
conical,gray,yes,almond,close,chocolate,enlarging,urban,5,poisonous
sunken,white,no,none,close,brown,enlarging,grasses,14,poisonous
conical,yellow,no,none,distant,chocolate,enlarging,paths,6,poisonous
knobbed,white,no,foul,crowded,gray,tapering,grasses,14,poisonous
knobbed,white,no,fishy,crowded,brown,tapering,grasses,6,edible
flat,yellow,no,fishy,crowded,gray,tapering,meadows,8,edible
bell,brown,yes,foul,crowded,brown,enlarging,paths,1,edible
knobbed,white,no,almond,distant,buff,enlarging,grasses,2,edible
knobbed,gray,no,pungent,crowded,black,enlarging,grasses,11,edible
knobbed,red,no,pungent,distant,brown,tapering,meadows,2,poisonous
flat,red,yes,fishy,crowded,chocolate,tapering,meadows,8,poisonous
flat,red,no,almond,distant,chocolate,enlarging,meadows,15,edible
knobbed,white,no,fishy,distant,brown,enlarging,grasses,6,edible
bell,brown,no,pungent,distant,black,tapering,meadows,1,edible
conical,red,no,pungent,close,buff,tapering,meadows,15,poisonous
bell,gray,yes,foul,distant,chocolate,tapering,meadows,6,poisonous
conical,yellow,no,pungent,distant,chocolate,tapering,grasses,3,poisonous
bell,gray,yes,pungent,distant,gray,enlarging,grasses,6,edible
knobbed,red,no,almond,distant,chocolate,tapering,meadows,10,poisonous
flat,yellow,no,almond,distant,brown,enlarging,meadows,14,poisonous
sunken,red,yes,pungent,distant,buff,enlarging,woods,15,edible
sunken,gray,no,none,close,black,tapering,woods,7,poisonous
bell,gray,yes,fishy,crowded,chocolate,tapering,meadows,4,poisonous
sunken,gray,no,almond,crowded,brown,enlarging,paths,6,edible
conical,red,yes,none,crowded,black,tapering,meadows,1,edible
knobbed,yellow,yes,none,close,black,enlarging,grasses,4,edible
knobbed,red,yes,foul,distant,gray,tapering,woods,4,poisonous
sunken,red,no,none,close,black,enlarging,woods,14,edible
flat,gray,no,almond,distant,brown,enlarging,meadows,6,edible
flat,red,no,pungent,close,buff,tapering,grasses,3,edible
bell,white,no,none,crowded,gray,enlarging,paths,13,edible
flat,yellow,no,almond,distant,buff,enlarging,meadows,1,edible
flat,gray,no,pungent,close,gray,tapering,urban,6,edible
sunken,gray,no,almond,close,brown,tapering,grasses,14,poisonous
flat,red,no,foul,crowded,gray,tapering,meadows,4,poisonous
conical,red,no,foul,crowded,buff,tapering,paths,2,edible
sunken,gray,yes,pungent,close,buff,enlarging,urban,10,edible
conical,brown,yes,pungent,distant,gray,enlarging,urban,15,edible
flat,red,no,foul,crowded,gray,enlarging,meadows,8,poisonous
sunken,brown,yes,fishy,distant,chocolate,tapering,paths,3,edible
knobbed,red,no,fishy,close,brown,tapering,meadows,5,poisonous
bell,brown,no,almond,crowded,brown,enlarging,woods,14,poisonous
bell,white,yes,none,distant,gray,enlarging,woods,7,edible
bell,white,no,almond,close,brown,enlarging,woods,5,poisonous
flat,yellow,yes,foul,crowded,black,enlarging,urban,10,poisonous
knobbed,red,yes,pungent,close,chocolate,tapering,woods,4,edible
sunken,white,yes,none,crowded,buff,enlarging,paths,7,poisonous
bell,gray,no,pungent,close,chocolate,tapering,meadows,1,poisonous
knobbed,gray,no,foul,crowded,chocolate,enlarging,urban,6,poisonous
conical,brown,yes,almond,close,gray,enlarging,grasses,9,edible
knobbed,white,yes,pungent,crowded,buff,tapering,grasses,14,poisonous
flat,gray,yes,foul,close,chocolate,tapering,paths,7,poisonous
knobbed,yellow,no,foul,distant,brown,enlarging,grasses,7,edible
conical,gray,yes,foul,close,black,enlarging,grasses,6,poisonous
flat,white,yes,none,close,buff,enlarging,meadows,12,poisonous
sunken,brown,no,none,crowded,black,tapering,woods,11,poisonous
conical,white,no,fishy,close,chocolate,tapering,paths,7,poisonous
sunken,red,no,none,crowded,brown,tapering,urban,11,edible
bell,gray,no,foul,distant,brown,enlarging,meadows,11,edible
bell,yellow,yes,pungent,close,chocolate,tapering,paths,8,edible
bell,white,yes,foul,crowded,chocolate,enlarging,meadows,7,edible
sunken,red,yes,none,crowded,gray,tapering,meadows,12,poisonous
flat,gray,yes,fishy,distant,brown,enlarging,meadows,9,edible
conical,brown,yes,none,crowded,buff,enlarging,grasses,9,poisonous
flat,yellow,yes,none,distant,gray,tapering,meadows,12,edible
flat,white,no,foul,crowded,brown,tapering,grasses,9,poisonous
